cik,fy,bankrupt_2y,assets,liabilities,current_assets,current_liabilities,cash,inventory,receivables,equity,retained_earnings,revenue,cogs,gross_profit,operating_income,net_income,rd_expense,sga_expense,interest_expense,depreciation,short_debt,long_debt,total_debt,debt,leverage_liabilities_assets,leverage_debt_assets,debt_equity,roa,asset_turnover,current_ratio,asset_growth,revenue_growth,lag_assets,lag_revenue,lag_roa,lag_leverage_debt_assets
942126,2013,0,20407000,2356000,13495000,856000,1905000,10151000,511000,10616000,5959000,6268000,,1407000,-924000,-933000,,2331000,34000,188000,,1500000,,1500000,0.11545058068309894,0.07350418973881512,0.14129615674453655,-0.045719606017543,0.30714950752192877,15.76518691588785,0,-0.12847608453837597,20407000,7192000,-0.030038712206595777,0.07350418973881512
942650,2013,0,2594983,,531321,3627986,514003,,17318,-1557541,-16140336,584611,37494,,-168768,-183842,,,15100,235009,,,,,,0,0,-0.07084516545965812,0.22528509820680906,0.1464506753884938,0.31016340040875345,-0.6892714013883131,1980656,1881420,0.6349401410441793,0
95953,2013,0,148506540,,90922148,25003341,1085261,55856803,31177526,71774068,76337597,12619000,,19202084,1814227,1760564,612000,3197000,,419000,2274054,0,,2274054,,0.015312820566690194,0.03168350440997715,0.011855127727034783,0.08497268874488625,3.63639995151048,0.5013344000392089,0,98916364,12619000,0.040780138259024566,0.08745197104090886
99250,2013,0,6410815000,,540623000,294159000,,36506000,137808000,,2204018000,136700000,,,354551000,374026000,,,,266981000,,1428355000,,1428355000,,0.22280396486250187,,0.05834297199342049,0.02132334188398823,1.837859796912554,0.05505536855343966,,6076283000,,0.04456276970641427,0.1694122870840611
1001907,2014,0,48002000,12522000,10916000,6609000,5096000,,5317000,35480000,-151840000,23995000,15684000,8311000,-559000,-185000,2080000,6790000,,2115000,,5655000,,5655000,0.26086413066122244,0.1178075913503604,0.15938556933483652,-0.0038540060830798716,0.49987500520811634,1.6516870933575427,0.03992720812842566,-0.08198791032213636,46159000,26138000,-0.05877510344678177,0.1308953833488594
1011290,2014,0,1770234000,1271147000,314200000,217874000,27766000,206244000,1793000,630767000,-26687000,1668651000,1117051000,551600000,58284000,-8909000,,,60898000,,,250000000,,250000000,0.7180672159725776,0.14122426752621406,0.39634286511501077,-0.0050326679975641634,0.9426160609275384,1.4421179213673958,0.001240355851476295,0.17190587957676148,1768041000,1423878000,-0.0006221575178403669,0.43189100252765633
1012569,2014,0,43230000000,,6239000000,6067000000,107000000,1765000000,3359000000,6350000000,,15702000000,,5135000000,1394000000,1569000000,,433000000,665000000,656000000,,17088000000,,17088000000,,0.39528105482303955,2.691023622047244,0.03629424011103401,0.36321998612074946,1.0283500906543597,1.785617630001933,1.3094572731284013,15519000000,6799000000,0.04310844770925962,0.9950383400992332
1018963,2014,0,6247800000,3903800000,2950800000,1211000000,380600000,1322100000,528200000,2894200000,2490100000,,,,303900000,158400000,22300000,321600000,,194000000,419900000,,,419900000,0.624827939434681,0.06720765709529755,0.14508326998825236,0.025352924229328725,,2.4366639141205617,0,NaN,6247800000,2081000000,0.03430007362591632,0.0027369634111207145
1024305,2014,0,6592500000,4854500000,2416900000,1597300000,920400000,617400000,622700000,1494000000,-426400000,,,2685900000,-209500000,-324400000,46500000,2292600000,77200000,67500000,18800000,2590100000,,2608900000,0.7363670838073568,0.39573758058399694,1.746251673360107,-0.04920743268866136,,1.5131158830526514,,,,,,
1031029,2014,0,89717000,31543000,60064000,28498000,9183000,,43708000,66279000,-15244000,58395000,,24325000,-4597000,-6406000,,28828000,,12527000,,506000,1000000,1000000,0.35158331196986076,0.01114615959071302,0.01508773518007212,-0.0714022983381076,0.6508799892996868,2.1076566776615904,-0.036668384658334406,-0.08620743615423135,93132000,63904000,-0.06878409139715673,0
103379,2014,0,9633021000,,3882982000,1568001000,341228000,1399062000,1360443000,108215000,3231753000,10879855000,,,1437724000,1085999000,,4159885000,,237956000,21800000,1402648000,,1424448000,,0.14787136870146966,13.163128956244513,0.11273711538675146,1.1294333314543796,2.4763900023022947,0.03434883196039654,0.15018375698999664,9313126000,9459232000,0.12993692987725067,0.15259409139315844
1036030,2014,0,410293000,377711000,,,12055000,,,398000,20403000,,,,,0,,,2063000,,,,,,0.9205884575169452,0,0,0,,,0.020332390821576805,,402117000,,0.005112939766286927,0
1036968,2014,0,22293000,21447000,20125000,6122000,12851000,578000,3027000,539000,-208363000,26043000,,,-6982000,-2164000,6347000,,1560000,509000,,18943000,,18943000,0.9620508679854662,0.8497286143632531,35.144712430426715,-0.09707082940833446,1.1682142376530749,3.2873244037896114,0.0883128295254833,0.046576113165085996,20484000,24884000,-0.10564342901776996,0
1043604,2014,0,10326000000,3023800000,3703900000,1441400000,2910400000,52700000,578300000,7302200000,-2631300000,4365400000,1656600000,2708800000,308100000,186500000,1101600000,,52900000,187900000,,999300000,,999300000,0.29283362386209566,0.09677513073794305,0.1368491687436663,0.018061204725934536,0.42275808638388535,2.569654502566949,0.05023341910680323,0,9832100000,4365400000,0.04323593128629692,0.10162630567223686
1047884,2014,0,8619491000,7717305000,,,8877000,,,982287000,-263023000,,,,,100218000,,7008000,86073000,235000,,,,,0.8953318705246053,0,0,0.011626904651330339,,,-0.07168621141064102,,9285105000,,0.008154996631702065,0
1056903,2014,0,1280943000,,191617000,100906000,23486000,,23829000,408666000,238443000,466908000,,,111094000,54148000,,,22765000,43234000,,326079000,,326079000,,0.25456167838849975,0.7979107633128276,0.0422719824379383,0.36450333855604816,1.8989653737141499,0,-0.010949484935720233,1280943000,472077000,0.03580096850523404,0.25954550670872945
1059272,2014,0,344816000,85224000,160299000,48409000,86965000,31683000,7051000,259500000,39022000,425117000,286990000,138127000,-59669000,-73382000,,186920000,,21560000,,,,,0.24715790450559139,0,0,-0.21281495058233957,1.232880724792353,3.3113470635625606,0,-0.12290225011657031,344816000,484686000,0.033992042132615655,0
1059790,2014,0,35334376,,35295397,17545651,104990723,,1673000,46740812,-96904433,,,,,-25283021,5739848,17160810,,,,,,,,0,0,-0.7155360830484172,,2.01163222726817,-0.6056290931422873,NaN,89596812,86950517,0.47255623336241026,0
1062292,2014,0,193242000,37352000,114159000,27284000,77376000,2374000,11838000,155890000,-13932000,129131000,22602000,106529000,14249000,8714000,26229000,,,3874000,,,,,0.19329131348257625,0,0,0.04509371668684861,0.6682346487823558,4.184100571763671,0.05392846624562322,0,183354000,129131000,0.03160007417345681,0
1070336,2014,0,156807000,13338000,124782000,13059000,73664000,,,152958000,-450682000,2607000,,,-47293000,-58947000,46736000,,37000,489000,,347000,,347000,0.08505997818974918,0.002212911413393535,0.0022685966082192496,-0.3759207178250971,0.016625533298896097,9.555249253388467,0.9233043051637434,9.554655870445345,81530000,247000,-0.5422053231939163,0.00425610204832577
107140,2014,0,2532946000,,634971000,729587000,334140000,82017000,161731000,1182248000,1489069000,1760778000,,1268300000,280419000,212746000,,,9038000,138091000,,700100000,,700100000,,0.27639752288441993,0.5921769374953478,0.08399152607280218,0.695150232180236,0.8703156717430547,0.7539792564852913,21.021286175242,1444114000,79958000,0.14731939445223854,0.3289214009420309
1071760,2014,0,15051719,2522637,751249,3612563,31800,559150,0,7436086,-109463965,1119879,,,-6638606,-11579215,241192,5474310,2225386,429599,,61212,,61212,0.16759793349849275,0.004066778020503837,0.008231749874866967,-0.769295188144291,0.07440206663438242,0.20795457407940013,0.6896406101454193,-0.8333467513614586,8908237,6719815,2.1425907281092766,0.011486111112670217
1073475,2014,0,410175000,371828000,,,34799000,,,41566000,653000,,,,,1838000,,,2961000,,,,,,0.9065106357042726,0,0,0.004481014201255562,,,0.008901602731235057,,406556000,,0.007804582886490422,0
1074447,2014,0,21941590,1652646,2570343,1312297,1369778,,32508,13688596,-64606924,0,,,,-10961113,,,633,,,,,,0.07532024798567469,0,0,-0.4995587375390753,0,1.9586595107662366,-0.3156259013144801,,32060813,,-0.062192184583715955,0
1074902,2014,0,932338000,813465000,,,19535000,,,77960000,65475000,,,,,8270000,,,4889000,1256000,8655000,5000000,,13655000,0.8725001018943773,0.014645976030152155,0.17515392508978964,0.008870173692373367,,,0,NaN,932338000,6445000,0.008703924971415946,0.015038537526090323
1076522,2014,0,5232634,,5202812,3284300,1433102,1978001,791292,1461441,-7892563,32322312,,22506724,-2297893,-2284243,,,,6400,,,,,,0,0,-0.43653788894847223,6.177063406307416,1.5841463934476143,0.17846065562399047,-0.21096055580532694,4440228,40964127,0.3706742086217194,0
1076930,2014,0,398919000,187665000,183327000,54214000,65788000,62943000,48552000,210825000,-225165000,177726000,,74224000,33053000,-24252000,28954000,84380000,,23797000,,27500000,115000000,115000000,0.4704338474727952,0.2882790741980201,0.5454761057749318,-0.06079429658652508,0.4455190151384116,3.381543512745785,0.18212232560896105,-0.04623244481890727,337460000,186341000,0.0858561014638772,0.12594085224915547
1077638,2014,0,39403,4739768,30797,4739768,69022,,8500,-4145934,-20269560,638955,,-97781,-550765,-753214,,,203488,,1363421,0,,1363421,120.28952110245413,34.6019592416821,-0.3288573817142289,-19.115651092556405,16.215897266705582,0.0064975754087541835,0,0,39403,638955,-14.43603278938152,0
107815,2014,0,12285600000,,1113800000,1158100000,12700000,,335700000,3177100000,2108800000,3613300000,,,583300000,367300000,,,113200000,257600000,,2487000000,,2487000000,,0.20243211564758742,0.7827893361870889,0.029896789737578953,0.2941085498469753,0.961747690182195,0.053536055156800696,0.1313128150536961,11661300000,3193900000,0.03097424815415091,0.18585406429814857
1079282,2014,0,207914,1557269,26157,1557269,502,,,-1213697,22461356,0,,,-869315,-2080958,23867,,35136,,,125000,,125000,7.489967005588849,0.6012101157209231,-0.10299110898354367,-10.008743999923045,0,0.016796712706667893,0.1426859831164263,,181952,0,-11.019373241294407,0
1082038,2014,0,40820000,,39494000,6968000,2680000,3502000,2349000,30721000,-382905000,1104000,,,-21162000,-22110000,18945000,12095000,6000,964000,,19824000,,19824000,,0.4856442920137188,0.6452914944174994,-0.5416462518373346,0.027045565899069084,5.667910447761194,0,0.2675086107921929,40820000,871000,-0.4597011268985791,0
108516,2014,0,1877797000,1078620000,1198922000,589663000,51385000,410002000,,830822000,591783000,104272000,,396643000,129142000,136442000,,258324000,19497000,4833000,10362000,406236000,149888000,149888000,0.5744071377257499,0.07982119472978176,0.18040928141045856,0.07266067631378685,0.055528899023696385,2.033232541299013,8.340043173769448,-0.9600833612786555,201048000,2612244000,0.5723309856352712,0.74553340495802
1087423,2014,0,3106619000,,1571182000,1334692000,1047473000,,360594000,-60621000,720172000,1328817000,273199000,1128217000,-21127000,150204000,367856000,,160000,62341000,,,,,,0,0,0.048349668884404555,0.42773735691438186,1.177186946501515,0.247087731158015,0.5537830297446019,2491099000,855214000,0.05885996501945527,0
1090009,2014,0,890831000,825166000,,,23005000,,,62539000,8722000,,,,,3862000,,,8702000,979000,,,,,0.9262879266662252,0,0,0.004335277959568088,,,0.11633237176033023,,797998000,,0.002616547911147647,0
1090012,2014,0,43326000000,,8005000000,6655000000,5555000000,,1520000000,20499000000,15410000000,9501000000,,,74000000,-206000000,,,406000000,2811000000,500000000,7956000000,12022000000,12022000000,,0.2774777269999538,0.5864676325674423,-0.004754650787056271,0.21929095693117298,1.202854996243426,0.057660384728053904,-0.16985583224115333,40964000000,11445000000,0.11483253588516747,0.2842495850014647
1090872,2014,0,10686000000,5530000000,5500000000,1602000000,3028000000,1066000000,899000000,5298000000,6073000000,6858000000,3247000000,,951000000,504000000,719000000,1817000000,113000000,301000000,,2699000000,,2699000000,0.5174995320980722,0.2525734606026577,0.509437523593809,0.047164514317798986,0.6417742841100506,3.4332084893882646,0,1.0681544028950543,10686000000,3316000000,0.06775219913906046,0.2525734606026577
1092914,2014,0,4327845000,,241778000,320226000,168000,,219297000,,,1246020000,,,,62049000,,,41760000,90029000,,1935229000,,1935229000,,0.44715765005447283,,0.014337158562748897,0.2879077231277922,0.7550230149956593,0.41172734680350387,-0.04353459723934433,3065638000,1302734000,0.09420812242019443,0.5554321808380507
1094739,2014,0,1007847000,195332000,674298000,141837000,303101000,200670000,225020000,806805000,-1460173000,934335000,754773000,257041000,44179000,42993000,158784000,,3716000,,,258750000,,258750000,0.1938111637976796,0.2567353973370958,0.32070946511238774,0.04265826062884545,0.927060357375673,4.754034560798663,0.03963165870148036,-0.019152217296413213,969427000,952579000,-0.0026933435936898806,0
1095981,2014,0,38719000,44421000,24577000,15917000,15506000,3694000,4152000,-5702000,-300905000,8709000,,4709000,-28418000,-26177000,13628000,,3386000,779000,,,25404000,25404000,1.1472662000568197,0.6561119863632842,-4.455278849526482,-0.6760763449469253,0.22492832976058266,1.5440723754476346,-0.07943414170233,0.22283066554338668,42060000,7122000,-0.6223728007608179,0.6250832144555397
1097430,2014,0,9549075,4328695,2220763,2130973,956217,,778541,5386790,-2416465,12987980,,,10102,-139693,,3499453,,1404167,,3110182,,3110182,0.45331039917478916,0.32570505520168186,0.5773720527438418,-0.014628956207800232,1.3601296460651948,1.0421356816815606,-0.13092709392002316,-0.05572242326078859,10987657,13754409,0.0035317811613522336,0.1509841452094837
1109196,2014,0,437434,,1910791,1274586,354254,,,-9235769,-24550308,366368,,,-8392896,-4044971,2967278,,,,,,,,,0,0,-9.247042982484215,0.837538920157098,1.4991463894943142,-0.922275408670931,,5628000,,-1.4163113006396588,0
1112920,2014,0,38387000,,18186000,14114000,8079000,,3765000,21000,3889000,26770000,1018000,,4615000,3840000,2183000,18071000,105000,883000,,0,,,,0,0,0.10003386563159403,0.6973715059785865,1.2885078645316708,0.14287840895557938,0.09988084966514647,33588000,24339000,-0.05359056806002144,0.0889901155174467
1117480,2014,0,113387000,14848000,113009000,10207000,13607000,,248000,-93680000,-162730000,33720000,,,-2783000,-8763000,30106000,6397000,100000,,,,,,0.13094975614488433,0,0,-0.0772839919920273,0.2973885895208445,11.07171548937004,2.5399144578689397,1.786546566399471,32031000,12101000,-1.0974992975554931,0
1122897,2014,0,235836000,127074000,229849000,105621000,146407000,,33199000,142038000,-21191000,,,78874000,-231000,-3239000,11190000,,,5017000,,,,,0.5388235892739022,0,0,-0.013734120320900964,,2.1761676181819904,1.6195268243918695,,90030000,,0.04781739420193269,0
1129155,2014,0,102553000,21070000,45260000,14562000,5114000,28859000,2021000,81483000,74943000,148950000,121746000,27204000,8761000,6979000,768000,18443000,,768000,,,,,0.20545474047565648,0,0,0.06805261669575731,1.4524197244351702,3.108089548138992,0.05382520680265118,0.3994193748414555,97315000,106437000,0.06916713764578945,0
1130310,2014,0,22871000000,,2658000000,3019000000,220000000,,851000000,4120000000,,7452000000,,,1038000000,417000000,,,,1050000000,43000000,7817000000,,7860000000,,0.3436666520921691,1.9077669902912622,0.018232696427790653,0.3258274670980718,0.8804239814508116,0.05381744459291342,0,21703000000,7452000000,0.014329816154448694,0.36216191309957146
1138951,2014,0,428905000,57698000,347170000,56573000,71863000,52293000,29920000,232744000,-3802000,581288000,336344000,244944000,64066000,86452000,36627000,89599000,50000,11629000,,,,,0.13452396218276774,0,0,0.20156444900385867,1.3552838041058044,6.136672971205345,0.29566023828512045,0.04998600110184876,331032000,553615000,0.25377909084318134,0
1139822,2014,0,227975,3564641,199370,3564641,,,18781,-3336666,-43857548,29629,,-123631,-1346726,-1097684,,,97913,,,,,,15.636104836056585,0,0,-4.8149314617830905,0.12996600504441277,0.05592989588572875,-0.908825426737796,0.061058587594900446,2500423,27924,-1.002978696004636,0
1143238,2014,0,2215398,5995484,2164144,3003696,6969,,3754,88095,-66250486,39250,,,,-61763070,53140029,,-160869,,,603,,603,2.7062785106784424,0.00027218585554378944,0.006844883364549634,-27.878995106071233,0.01771690684924334,0.7204936851132738,1.1391749192763452,-0.8775839914168444,1035632,320628,-2.1169710862545768,0
1164012,2014,0,74712,994061,52527,994061,9446,,,-919349,-9595006,107105,0,107105,,-191261,,,,,,,,,13.305238783595675,0,0,-2.5599769782631974,1.4335715815397794,0.05284082163971829,-0.42744599161615154,0,130489,107105,0,0
1164727,2014,0,29573000000,11698000000,4889000000,2740000000,1760000000,717000000,230000000,9993000000,848000000,9964000000,,,,1802000000,348000000,,,1032000000,,6145000000,,6145000000,0.395563520779089,0.20779089033916073,0.6149304513159212,0.06093396003110946,0.33692895546613466,1.7843065693430658,0.13258779824595,,26111000000,0,0.014017080923748612,0.24081804603423845
1168696,2014,0,2704700000,3420000000,465100000,506400000,253000000,19000000,,-713400000,71800000,2820000000,,,330000000,142300000,,,,183100000,29800000,2187700000,,2217500000,1.264465559951196,0.8198691167227419,-3.108354359405663,0.052612119643583394,1.0426294968018635,0.9184439178515008,0.21718194500697538,0.053851040771329274,2222100000,2675900000,0.016560910850096755,0.8705278790333468
