cik,fy,bankrupt_2y,assets,liabilities,current_assets,current_liabilities,cash,inventory,receivables,equity,retained_earnings,revenue,cogs,gross_profit,operating_income,net_income,rd_expense,sga_expense,interest_expense,depreciation,short_debt,long_debt,total_debt,debt,leverage_liabilities_assets,leverage_debt_assets,debt_equity,roa,asset_turnover,current_ratio,asset_growth,revenue_growth,lag_assets,lag_revenue,lag_roa,lag_leverage_debt_assets
1660334,2019,0,68424000,3409000,64983000,3351000,9241000,,,65015000,-61192000,,,,-30080000,-20648000,15436000,,,,,,,,0.049821699988308196,0,0,-0.30176546241085,,19.39212175470009,-0.25550018497160143,,91906000,,-0.2410071159663134,0
1661181,2019,0,220687000,165104000,125600000,59894000,21405000,22918000,34077000,10000,-171007000,221250000,75948000,185033000,-29459000,40454000,14799000,199693000,8996000,,,56642000,,56642000,0.7481365010172779,0.2566621504664978,5664.2,0.18330939294113383,1.002551124443216,2.097038100644472,0.3482997104070187,0.10625,163678000,200000000,-0.39608866188492037,0
1662253,2019,0,179603662,9264237,112260,189237,78697,,,5770,1562312,,,,-668087,1581542,,,,,,,,,0.0515815596232108,0,0,0.008805733593561137,,0.593224369441494,0.01520196067451198,,176914219,,-0.0000921180902932398,0
1666244,2019,0,223618197,95561348,,,17305001,,,125017931,-10543287,2323751,,,,848403,,,3233865,4990793,,84145184,,84145184,0.4273415548556632,0.3762895199445687,0.6730649221830427,0.003793980147331212,0.01039160064419981,,0.6045930349854044,0.07434089012485234,139361316,2162955,0.0030355769602520115,0.3734895844410654
1667615,2019,0,,,14813,28087,12942,,,-25388,-70388,,,,,-26777,,,,,,10012,,10012,,,-0.3943595399401292,,,0.5273970164132873,,,,,,
1668397,2019,0,967933000,405919000,178114000,263116000,50000000,,,726283000,68109000,0,,,127263000,73185000,,95245000,,,,0,,,0.41936683634094507,0,0,0.07560957215013848,0,0.6769409690022652,0,-1,967933000,189026000,0.013869761646725548,0.08236210564160949
1673985,2019,0,1235969000,614288000,290537000,284724000,7050000,171700000,,420338000,229166000,1514984000,1161921000,135472000,,146699000,13900000,75375000,,,,297000000,,297000000,0.49700922919587787,0.2402972890096758,0.7065742331171581,0.11869148821693748,1.225745953175201,1.0204162627667495,0.19460462041356008,,1034626000,,0.06402700106125306,0.19330656681738134
1674910,2019,0,1854000000,,725000000,411000000,96000000,176000000,401000000,-330000000,-399000000,531000000,1308000000,776000000,394000000,304000000,13000000,396000000,,,,147000000,1342000000,1342000000,,0.7238403451995685,-4.066666666666666,0.16396979503775622,0.28640776699029125,1.7639902676399026,-0.03185378590078329,-0.7247278382581649,1915000000,1929000000,0.14255874673629243,0.5869451697127938
1688126,2019,0,5382094,4164955,5271794,4164955,2448,,0,-959969,-28456550,5000,0,,-9027534,-25420109,,,0,1214827,,,,,0.7738540055227575,0,0,-4.723089005877638,0.0009290064424738772,1.2657505303178547,-0.47160516419862547,0,10185743,5000,-2.4956558397359916,0
1688476,2019,0,1091965000,778135000,688054000,386194000,20100000,61641000,,-116000,-73333000,1821556000,1403932000,401845000,126698000,59331000,7100000,123676000,21856000,270918000,,337623000,,337623000,0.7126006785931783,0.3091884813157931,-2910.543103448276,0.05433415906187469,1.6681450412787955,1.7816278865026385,,,,,,
1688487,2019,0,,,,,,,,,,,,,,1409305,,,,,,,,,,,,,,,,,,,,
1689490,2019,0,15649,44273,15649,,4986,,,-59850,-59850,0,,,,174613,6643,,0,34,,,,,2.8291264617547447,0,0,11.15809316889258,0,,1.926687862352721,,5347,0,-24.64765288947073,0
1703625,2019,0,29493,26063,8207,26063,,,,2186,-40270,15200,11,15189,-39456,-39456,,,,,16763,,,16763,0.8837012172379887,0.5683721561048385,7.6683440073193045,-1.3378089716203845,0.5153765300240735,0.3148908414227065,10.163133989401969,0,2642,15200,-14.934140802422407,0
1706524,2019,0,7407692,12416026,3998205,12317185,1178852,676175,1564969,-5008334,-16890626,24189803,17563594,6626209,-5860605,-8350573,,,704230,266476,,0,,,1.6760991142720296,0,0,-1.1272840447470007,3.2654979445689696,0.3246037954289068,0.2894684620638898,0.20642727244072748,5744764,20050776,-0.6781606694374216,0
1714798,2019,0,187102000,21760000,174461000,11833000,168051000,,,165342000,-84102000,,,,-65803000,-19087000,1900000,,471000,,,,,,0.11630019989096856,0,0,-0.1020138747848767,,14.743598411222852,,,,,,
1715433,2019,0,959452,77015,930906,77015,839323,,,423676,-562652,0,,,-560834,-541239,,,0,12822,290542,,,290542,0.08026977899884517,0.3028207768601243,0.6857645936989586,-0.564112639298266,0,12.087333636304615,0,,959452,0,-0.564112639298266,0
1716621,2019,0,44081000,10931000,36000000,6814000,14584000,2777000,786000,1000,-117157000,6568000,4036000,-2761000,-57730000,-56957000,4530000,51549000,250000,,,558000,,558000,0.24797531816428847,0.01265851500646537,558,-1.2920986366008032,0.14899843469975727,5.283240387437629,2.9117046765462775,1.079138968027857,11269000,3159000,-2.7360014198242966,0.0709912148371639
1717547,2019,0,2464963000,3117364000,,,14109000,,46456000,0,-819738000,539094000,,,,-414512000,,,87730000,0,,18320000,,18320000,1.2646696928108048,0.007432160239322051,,-0.16816155049791823,0.21870267423892367,,0.340089333381175,2.4061666771971946,1839402000,158270000,0.04134550250570566,0.21184113097626295
1720592,2019,0,782042151,321527080,43882522,51959437,24617996,,14068477,254353036,-53878460,82186411,57582000,,-48209000,10537443,,96960000,,29980000,,207942705,,207942705,0.4111377878914355,0.26589705520872875,0.8175357694570629,0.013474264765045893,0.10509204765357974,0.8445534542647181,4434.1054897068,,176330,,8.639641581126297,0
1730984,2019,0,1478395000,138526000,,,128684000,,,78063000,51321000,15003000,,,,5260000,,,4312000,762000,,,,,0.09370026278497966,0,0,0.00355791246588361,0.010148167438336846,,6.074235703382572,0,208983000,15003000,0.02516951139566376,0
1737372,2019,0,3035000,17697000,401000,15357000,6000,,321000,-14662000,-3123000,5275000,4156000,1119000,-4307000,-5415000,0,,,18000000,596000,,,596000,5.830971993410214,0.19637561779242174,-0.040649297503751194,-1.7841845140032948,1.7380560131795717,0.02611187080810054,-0.7912654745529574,0.1803535466547326,14540000,4469000,-0.5433975240715269,0
1739104,2019,0,8985800000,3438900000,2373100000,818500000,334000000,1050700000,816900000,0,84300000,787900000,1493900000,,,67900000,251700000,779800000,78900000,314500000,,2355000000,,2355000000,0.3827038215851677,0.26208017093636626,,0.007556366711923257,0.08768278839947473,2.899328039095907,0.00508931467624129,-0.7295692466106058,8940300000,2913500000,-0.005357762043779291,0.2765343444850844
1739426,2019,0,795624000,411777000,172364000,114001000,34744000,24383000,56424000,383847000,-102120000,263701000,140082000,123619000,-98538000,-109681000,43693000,74243000,20790000,81573000,,268577000,,268577000,0.5175522608669422,0.33756774556825836,0.6996980567778307,-0.1378553185927021,0.33143922254733393,1.5119516495469338,-0.1349469729411584,0.0730500049334884,919740149,245749032,-0.04473199418850204,0.34858235268796556
1750735,2019,0,997480000,887928000,,,148000,,,109552000,15453000,,,,,8163000,,,11407000,1422000,114300000,,,114300000,0.8901712315033885,0.1145887636844849,1.043340148970352,0.00818362272927778,,,0.1652327299701531,,856035000,,0.0035419112536286485,0.1268791579783537
1762322,2019,0,125621,102290,25000,102290,,,,23331,-1669,,,,-764976,1325822,,,,,,,,,0.8142746833730029,0,0,10.554143017489114,,0.24440316746505034,,,,,,
1771917,2019,0,393024000,3108000,392706000,2958000,208929000,,,389916000,-75512000,,,,-45405000,-43957000,24536000,,,58000,,,,,0.00790791402051783,0,0,-0.11184304266406123,,132.76064908722108,,,,,,
1773427,2019,0,48390000,4829000,47030000,3677000,45648000,,,0,-22500000,,,,-18491000,-17813000,9898000,,,,,,,,0.09979334573258938,0,,-0.368113246538541,,12.790318194180038,,,,,,
18172,2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,332285000,581970000,-0.11178656875874626,0.6195735588425598
2969,2019,0,3854300000,8002000000,5082200000,2338300000,2791300000,396100000,1260200000,10857500000,13409900000,8187600000,-24100000,2740700000,1440000000,3000400000,57600000,713500000,120600000,1082800000,58200000,3758300000,,3816500000,2.07612277196897,0.9901927717095192,0.35150817407322127,0.7784552318190073,2.124276781776198,2.173459350810418,-0.7862119077465805,-0.08315603233970124,18028600000,8930200000,0.08307910764008299,0.2148308798242792
317788,2019,0,82861000,46503000,37123000,38308000,10894000,,22707000,62045000,-296118000,74751000,49696000,25055000,-5809000,-52857000,9653000,,2067000,2660000,,20000000,,20000000,0.5612169778303424,0.24136807424481962,0.3223466838584898,-0.6378996150179216,0.9021252458937257,0.9690665135219797,-0.043252854850069855,0.8591538786778422,86607000,40207000,-0.2801621116076068,0.044719249021441684
356590,2019,0,190771,5476365,190771,5476364,7819,,3600000,-4156573,-166195868,,,,-1861764,-1428835,,,,,292306,,,292306,28.70648578662375,1.5322349833045903,-0.07032379799416491,-7.489791425321458,,0.03483533965236788,-0.3582179430247736,,297252,,-9.699231628382652,1.6221556120732576
40545,2019,0,311072000000,259591000000,,,17613000000,13803000000,13883000000,28316000000,87732000000,18625000000,70029000000,,386000000,-8484000000,,13404000000,,880000000,3008000000,32917000000,90882000000,90882000000,0.834504552000823,0.29215744264993315,3.2095634976691625,-0.027273428659602923,0.05987359839522683,,-0.1337985419996547,-0.8309446224505541,359122000000,110171000000,0.02088426774188159,0.374777930619678
41719,2019,0,1283794000,727835000,477332000,230503000,126201000,190415000,124442000,555959000,725795000,,6468000,147542000,54635000,7914000,,44400000,10408000,50820000,,250000000,,250000000,0.566940646240752,0.1947352924223045,0.449673447142685,0.006164540416920472,,2.0708277115699145,0.21509726123861372,,1056536000,,-0.16810028243240174,0.10836829033748022
50292,2019,0,26084652,3816396,23469556,3334183,,12021443,3833090,17072216,18442349,28406666,16377063,,7676618,5160776,,4007145,63271,345840,,,,,0.14630810485798315,0,0,0.19784722449047815,1.0890184005521715,7.03907254040945,0.3441041041453682,0.210200499354697,19406720,23472694,0.13219951645615538,0
6955,2019,0,1485217000,926505000,1047233000,354008000,179604000,72020000,123261000,520950000,1166955000,616591000,356221000,260370000,-84852000,-66213000,8900000,,,22925000,,535059000,,535059000,0.623817933675685,0.36025644737435675,1.0270832133602072,-0.04458136420469198,0.4151521292848116,2.9582184583399247,-0.020922176333510224,-0.4635586953306479,1516955000,1149410000,-0.06933231374694701,0.3724955585366738
701719,2019,0,27003394,15809220,18351349,4808939,4510660,9509454,2997743,11194174,-29247747,82024497,65768655,16255842,3241034,2780713,,12494510,414961,520298,1000000,9639052,,10639052,0.58545307304704,0.39398943703150796,0.9504097399236424,0.10297642585224658,3.037562500476792,3.816091033801843,1.0281020559891603,0.5173889399066451,13314613,54056343,0.04939572783677603,0.0001766480182338007
703351,2019,0,1002800000,,177000000,421600000,10900000,23200000,55000000,-13600000,2771200000,2628300000,823000000,,300200000,154900000,,,61600000,120100000,,345200000,,345200000,,0.3442361388113283,-25.38235294117647,0.15446749102512963,2.6209613083366574,0.4198292220113852,-0.2855682361414985,-0.1931515348171552,1403633000,3257489000,0.1429290989881258,0.21224351379598513
715957,2019,0,103823000000,69790000000,6088000000,9939000000,166000000,,2278000000,-235000000,7576000000,16572000000,107000000,,2514000000,314000000,,,69000000,2655000000,911000000,267000000,,1178000000,0.6722017279408223,0.011346233493541894,-5.012765957446809,0.0030243780279899444,0.15961781108232279,0.612536472482141,0.35565711301168634,153.8785046728972,76585000000,107000000,0.0023372723118104065,0.13178820917934322
718877,2019,0,19845000000,7040000000,7292000000,2915000000,5794000000,32000000,848000000,-5563000000,7813000000,3607000000,656000000,,2054000000,1848000000,998000000,,,328000000,,648000000,,648000000,0.3547493071302595,0.0326530612244898,-0.1164839115585116,0.09312169312169312,0.181758629377677,2.5015437392795885,0.06304906792371974,-0.4541464891041162,18668000000,6608000000,0.05174630383544033,0.23516177415898865
719220,2019,0,1232607000,7572651000,,,197823000,,,1191998000,761083000,13405000,,,,98234000,,,73693000,,19888000,39277000,,59165000,6.143605382737563,0.047999889664751216,0.04963515039454764,0.07969612374422667,0.010875323602737937,,-0.8254160791642795,2.4782044628956927,7060255000,3854000,0.010111816074631866,0.10360121553683259
723188,2019,0,11410295000,9555061000,,,211834000,,,1855234000,882851000,10600000,,,,169063000,,,26552000,,,,,,0.8374070083201179,0,0,0.014816707192934101,0.0009289856221946935,,0.07570261786817468,-0.7389162561576355,10607295000,40600000,0.014208806297929867,0.0022625938092605134
728387,2019,0,9422000,1742000,7315000,1121000,5326000,530000,,7680000,-84492000,,4267000,3047000,-5254000,-5144000,266000,,,,,,,,0.18488643600084909,0,0,-0.5459562725535979,,6.52542372881356,0.26384976525821596,NaN,7455000,5923000,-0.8987256874580818,0
732712,2019,0,291727000000,,37473000000,44868000000,2594000000,1422000000,25429000000,-713000000,53147000000,108605000000,32185000000,,30378000000,19265000000,,29896000000,4730000000,11308000000,0,3300000000,111489000000,111489000000,,0.38216894562381953,-156.36605890603084,0.06603776818738066,0.3722829906042293,0.8351832040652581,0.13449325861485634,107.605,257143000000,1000000000,0.051049416083657734,0.4553691914615603
740663,2019,0,393431000,3708735000,,,47358000,,,389108000,274376000,2078000,,,,41555000,,,43681000,,190710000,337472000,528182000,528182000,9.426646603851756,1.3425022430870979,1.3574174779238668,0.10562207858557154,0.005281739364717066,,-0.8989831843619599,0.08682008368200837,3894708000,1912000,0.00792870736394102,0.18099893496508596
771266,2019,0,43046515,,33764641,11309713,6029247,3768696,6023250,28608635,-301236913,3500000,5600066,,-26379662,-34533542,9132969,21316459,,792221,,,,,,0,0,-0.8022378118182157,0.08130739503534723,2.9854551569964682,-0.5286318299030173,-0.8454238799613083,91322490,22642566,-0.25808228619259066,0
77281,2019,1,2351267000,1923842000,,,12211000,,41261000,423679000,,100000,,,,-10872000,,,63987000,137784000,,550000000,,550000000,0.8182150304495406,0.23391643739311613,1.298152610820928,-0.004623890013341743,0.00004253026134420293,,-0.09174392018451999,-0.9997499662454431,2588771000,399946000,-0.0037326592425517744,0.21245602643107483
776867,2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,3659200000,157700000,0.11177306515085264,0.006504153913423699
791915,2019,0,3556114000,1455859000,1102469000,614954000,415462000,297904000,301755000,2100255000,-1116438000,31100000,1375289000,,123263000,40428000,362716000,344046000,58745000,284656000,,400000,,400000,0.40939604298399884,0.00011248233324353494,0.0001904530640327008,0.011368589420924077,0.008745501409684841,1.7927666134377531,0.0053898022363268825,-0.9838282613352968,3537050000,1923108000,-0.1931649255735712,0.26458150153376403
803649,2019,0,3530772000,346774000,,,2351693000,,19554000,3182801000,2870974000,340571000,,,,29656000,,,52183000,28122000,,25691000,,25691000,0.0982147813565985,0.007276312375877004,0.008071821015514322,0.00839929624456068,0.09645794177590623,,-0.1666703249629155,2.717658745319783,4236945000,91609000,0.054967435262907594,0.2002806267251522
8063,2019,0,629371000,393859000,343081000,120640000,31906000,145787000,147998000,388857000,428584000,6174000,616560000,156142000,1701000,52017000,108900000,143358000,,27879000,,188000000,,188000000,0.6257978203635058,0.2987109352035604,0.48346821582226884,0.08264918466214681,0.00980979422312118,2.843841180371353,-0.028553567845401084,-0.9923137829035824,647870000,803256000,0.07224134471421736,0.3503789340454103
807707,2019,0,5257000,90861000,217820000,71022000,37425000,99110000,69714000,376179000,122139000,476000,285113000,-350000,-49455000,-26443000,7748000,,799000,878000,,54074000,7614000,7614000,17.28381206011033,1.4483545748525775,0.020240364294657597,-5.030055164542515,0.09054593874833555,3.066937005434936,-0.9908676195704289,-0.999074883874604,575644000,514530000,0.061329571749206106,0.006366782247361216
811830,2019,0,135634285000,111787053000,,,6500000000,,,21321057000,3783405000,0,,,,552350000,,,1452129000,1606862000,59900000,50654406000,,50714306000,0.824179911443482,0.37390476898964004,2.3786018676278573,0.004072347931793204,0,,0.05737507116085598,-1,128274525000,138108000,0.0028289638959879213,0.35106334636592884
818677,2019,0,912614259,832095826,,,9374549,,,80518433,72610165,,,,,5918340,,,4175301,1500000,,,,,0.9117716689105556,0,0,0.006485040028286475,,,0.05041554421565197,,868812599,,0.006819256542572307,0
822416,2019,0,572986000,5355194000,,,1110088000,,6200000,4659363000,1613929000,9915705000,119289000,,,447221000,,891581000,503000,50998000,,,,,9.346116659045771,0,0,0.7805094714356022,17.30531810550345,,-0.9436756756331677,,10172976000,0,0.10046450517528008,0
831547,2019,0,263433000,73040000,244020000,61970000,64418000,,441000,190393000,-10200000,700000,,,-140698000,-112689000,79325000,61373000,3132000,1620000,,,,,0.277262150148235,0,0,-0.4277710081880402,0.00265722213997487,3.9377117960303374,-0.4595569907208902,,487439000,,-0.14313585905108125,0
834285,2019,0,3341290000,3092122000,,,,,,249168000,-12216000,14000,,,,-3500000,,,27057000,6482000,0,,,,0.9254276043085156,0,0,-0.0010474996184108533,0.000004189998473643413,,0.21355959782035866,0.07692307692307693,2753297000,13000,0.0031333343260825115,0.03319656397402823
835887,2019,0,119470000,72917000,63732000,22068000,42049000,,15976000,46553000,-677760000,,3168000,,-66159000,-68552000,49223000,47838000,4402000,2366000,,39519000,,39519000,0.6103373231773667,0.3307859713735666,0.8489034004253216,-0.5738009542144471,,2.8879825992387165,-0.2951497666625368,,169497000,,-0.3991634070219532,0.2311545337085612
851520,2019,0,563411000,213160000,364044000,123960000,176436000,,120138000,-209436000,384668000,351856000,,,85111000,82460000,,,,6806000,,,,,0.37833837110031576,0,0,0.1463585198017078,0.6245103485732441,2.936786060019361,0.20146672467031748,0.12496003478572251,468936000,312772000,0,0
854560,2019,0,5015072000,4412006000,,,279769000,,,603066000,,,,,,73612000,,,5397000,,228157000,,,228157000,0.8797492837590367,0.0454942620963368,0.37832840849923555,0.014678154172063732,,,0.07246738805012617,,4676200000,,0.014351182584149523,0.04121401993071297
862861,2019,0,34621000,13010000,8839000,9265000,1195000,1348000,7226000,10341000,-16518000,35097000,27311000,7786000,-12431000,-11964000,,20217000,,99000,0,,,,0.37578348401259354,0,0,-0.3455706074347939,1.0137488807371249,0.954020507285483,-0.26167068307351093,-0.15518486424032352,46891000,41544000,-0.008061248427203514,0.11893540338231218
86312,2019,0,104233000000,81339000000,,,373000000,,,19138000000,8065000000,29638000000,,,,2622000000,,2973000000,344000000,763000000,600000000,,6558000000,6558000000,0.7803574683641457,0.06291673462339183,0.34266903542689936,0.025155181180624177,0.28434372991279155,,0.007247567233265367,172.3216374269006,103483000000,171000000,0.029125556854749088,0.06349835238638231
868082,2019,0,42008220,,33081421,3562082,12566868,,1208634,,,,321004,,1770861,2355677,,,,677256,,,,,,0,,0.05607657263268951,,9.28710259898565,0.03346308793650228,,40648012,,0.10925412539240542,0
875582,2019,0,500000,750000,33302362,7730182,5856758,9130861,,53076745,41963341,51424821,34165440,17259381,8017449,6701366,3524953,,17962,,,,,,1.5,0,0,13.402732,102.849642,4.308095462694151,-0.9921320847979982,0,63549236,51424821,0.10545155885115598,0
877860,2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,2545821000,248460000,0.059525001954182956,0.44995190156731363
878927,2019,0,3995568000,914851000,866834000,366085000,403571000,,397579000,3080717000,2850318000,,,,818706000,605668000,,,,253681000,,,,,0.2289664448208615,0,0,0.15158495613139358,,2.367848996817679,0.1270096068494391,,3545283000,,0.08342493391923861,0.01269292183444876
882104,2019,0,963736000,233957000,517217000,52470000,147154000,18942000,20655000,0,828547000,377000,30537000,,193780000,110748000,7381000,,20221000,,,30670000,,30670000,0.24276046552167813,0.03182406800202545,,0.11491528800418371,0.00039118596794142797,9.857385172479512,-0.22474606293986998,0,1243123000,377000,0.05116629649680683,0.20110640700879961
885975,2019,0,4501351000,,660826000,573273000,426216000,19319000,95076000,1417257000,433033000,1794982000,,,394649000,265643000,,,105918000,237513000,,1809311000,,1809311000,,0.40194843725805873,1.2766287271821555,0.0590140604454085,0.39876517072318957,1.152724792550844,0.10382421602958342,0.0032669381942243662,4077960000,1789137000,0.05290292204925993,0.4592068092869964
887919,2019,0,1781010000,1473386000,,,80775000,,,216729000,102743000,14703000,,,,14819000,,,4502000,,,,,,0.8272755346685308,0,0,0.008320559682427387,0.008255428099786076,,0.053780364058067055,-0.29684361549497845,1690115000,20910000,0.011932915807504224,0.0014791892859361642
887936,2019,0,2783142000,1294000000,965353000,612537000,369373000,,693372000,1489142000,1413453000,2352717000,1534896000,,305595000,216726000,,504074000,19206000,30153000,,275609000,,275609000,0.46494214093280184,0.09902800503890927,0.18507905894803853,0.07787098178964638,0.8453456560965987,1.5759913278708062,0.23298398354451297,0.2995607585972998,2257241000,1810394000,0.0378869602315393,0.1755612271795524
900075,2019,0,2307698000,726599000,709116000,277256000,155849000,16734000,367265000,392434000,1162146000,,137552000,,461299000,394227000,,,23779000,75135000,,400000000,,400000000,0.3148587900149846,0.17333290577883242,1.0192796750536397,0.17083127861617942,,2.5576218368583548,0.39875744020559817,NaN,1649820000,1268449000,0.16387242244608502,0.24245069159059776
912752,2019,0,17370000000,14598000000,94000000,1134000000,1333000000,,0,1639000000,492000000,4240000000,,,-147000000,105000000,,35000000,8000000,245000000,0,12400000000,,12400000000,0.8404145077720208,0.713874496257916,7.565588773642465,0.006044905008635579,0.24409902130109384,0.08289241622574955,1.6429940420797517,23.795321637426902,6572092000,171000000,0.08764530380889372,0.0015215855164535128
917225,2019,0,,,12136000,269000,574000,,,24131000,-46654000,408000,,,,-3289000,,,,25000,,,,,,,0,,,45.11524163568773,,,,,,
918251,2019,0,632362000,501509000,352882000,318492000,9911000,225659000,91748000,279755000,64117000,427548000,383623000,107033000,50834000,19264000,5692000,,,,,27872000,,27872000,0.7930726387733609,0.04407601974818221,0.09963003342210149,0.030463563591740173,0.6761127328966636,1.1079775944136745,0.14469785148082914,-0.09570492198554559,552427000,472797000,0.034871575791914584,0.05045372510757078
918965,2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,1718303000,3540226000,0.03702431992494921,0.0031595126121528043
920427,2019,0,1579157000,1440669000,,,105895000,,,106291000,50161000,,,,,12893000,,,9453000,,,15000000,260000000,260000000,0.9123025766279097,0.16464480732441422,2.446114910952009,0.008164482695514126,,,0.08496141521515689,,1455496000,,0.009075256819668347,0.07282740728933641
921114,2019,0,14545000,6851000,10360000,2032000,9663000,,,24343000,-138042000,,,,-17658000,-16702000,8372000,,1013000,,1000000,,,1000000,0.4710209694052939,0.06875214850464077,0.04107957112927741,-1.14829838432451,,5.0984251968503935,0.30588974681271325,,11138000,,-1.1526306338660441,0
924717,2019,0,159865000,37349000,81420000,20209000,30361000,4501000,8993000,675000,5498000,1300000,13639000,,6469000,7592000,,23950000,152000,5811000,,,,,0.2336283739405123,0,0,0.04749006974634848,0.008131861257936383,4.028898015735563,0.1703747629819976,-0.9608469114236665,136593000,33203000,0.07310037849670188,0
936446,2019,0,20575550,27584962,11492331,7634259,,7056547,5518783,885156,190067,44388579,23380457,4950151,2595487,2280833,,,-516352,829556,,6167000,,6167000,1.3406670538576126,0.2997246732165118,6.967133477036816,0.11085161757522885,2.1573459275693723,1.5053629959371302,0.2661673557120098,0.028598621944235517,16250261,43154422,0.15484692830472077,0.298456744787053
945114,2019,0,530000000,392300000,497400000,379600000,149700000,107300000,84100000,214400000,-27600000,791800000,518600000,273200000,45700000,40400000,,227200000,,4600000,,,,,0.740188679245283,0,0,0.07622641509433963,1.4939622641509434,1.3103266596417282,-0.06376965200494612,0.05138759792856194,566100000,753100000,-0.05758699876346935,0
1000228,2020,0,1329633000,3233706000,3226502000,2283102000,106097000,1428799000,1246246000,12911000,-400000,2441072000,0,2910747000,718261000,419423000,,68919000,76016000,184942000,73400000,,,73400000,2.432028988450196,0.055203202688260594,5.6850747424676635,0.31544268230406436,1.8358990789187692,1.4132097470897051,-0.4001672777175524,-0.7555457482988599,2216673000,9985803000,0.18329225826272075,0.010815758571516863
1002517,2020,0,5365793000,3192643000,1255213000,1845076000,592299000,,240673000,1931382000,-293612000,1567600000,743402000,824198000,-184304000,-159928000,,,137253000,,,1936406000,,1936406000,0.594999285287375,0.36087974321782446,1.0026012461543081,-0.029805100569477803,0.2921469389519872,0.6803042259505842,0.011959537407642872,-0.1401421321578944,5302379000,1823092000,-0.028477028895897483,0.41214726446374356
1006830,2020,0,740820000,677580000,,,38000,,,63240000,40460000,,,,,5566000,,,3821000,,3686000,,,3686000,0.9146351340406577,0.004975567614265273,0.05828589500316256,0.007513296077319727,,,0.47391960908759917,,502619000,,0.007124680921334052,0.026594696977233254
1026655,2020,0,165508000,94880000,56478000,35995000,1856000,21682000,27584000,84426000,76706000,,262784000,21506000,-3100000,-15223000,1171000,28934000,,11662000,,120000,0,,0.5732653406481862,0,0,-0.09197742707301158,,1.5690512571190443,-0.1773874491794153,NaN,201198000,161673000,0.027132476465968846,0.20384894482052507
1038773,2020,0,397218000,2947781000,,,13684000,,,39991000,65839000,6400000,,,,26548000,,,2341000,4300000,,75396000,,75396000,7.421066014128262,0.18981012945032702,1.8853241979445374,0.06683483628637171,0.01611205937293879,,-0.8378121474503322,0,2449123000,6400000,0.010839798572795241,0
1039065,2020,0,1264864000,713137000,640899000,382008000,96316000,273711000,238440000,551727000,399541000,,504483000,391652000,84106000,-29127000,61189000,239592000,,55630000,,267998000,258556000,258556000,0.563805278670276,0.20441407139423684,0.4686303189802203,-0.023027772155741644,,1.6777109379908275,0.028271984014138836,,1230087000,,0.01713374745038359,0.20424734185468182
1039828,2020,0,7169161000,65126433000,,,332526000,,,28000,2368555000,107945000,,,,458016000,,,,1138000,,157265000,,157265000,9.084247515155539,0.021936318629195244,5616.607142857143,0.06388697366400337,0.015056852538253779,,0.36846422211647356,-0.023987775547478253,5238837000,110598000,0.03333659741656402,0.030019067209000775
1043509,2020,0,4071035000,,2017610000,2066156000,5854000,1517875000,,767599000,721770000,1395303000,8505505000,1423645000,33939000,51650000,,1028666000,,91023000,,250000000,,250000000,,0.06140944501828159,0.325690888080886,0.012687191340776977,0.34273913144937346,0.9765041942621951,0,-0.7146135817299089,4071035000,4889171000,0.03540549270640021,0.173637907804772
1052752,2020,0,1211777000,622338000,,,55075000,,3811000,589439000,309000,136106000,,,67321000,69388000,,,26085000,23636000,,547693000,,547693000,0.5135746923732667,0.45197507462181574,0.9291767256662691,0.05726136079493174,0.11231934588624805,,0,-0.03234154491486261,1211777000,140655000,0.041033127382348406,0.38542652649786224
1056696,2020,0,465412000,,232041000,196986000,110678000,,14600000,-17847000,236524000,465939000,43080000,,114061000,104690000,71896000,,,8900000,,,,,,0,0,0.22494048284100968,1.001132330064545,1.177956809113338,0.515259645124532,1.4639820200951876,307150000,189100000,0.37923164577567964,0
1059262,2020,0,1137700000,956300000,151900000,369800000,13900000,,151300000,-2400000,169500000,408900000,213800000,-27400000,89700000,56400000,,,9600000,29300000,,,,,0.8405555067240925,0,0,0.049573701327239164,0.359409334622484,0.41076257436452135,-0.23107596647742634,0,1479600000,408900000,0.02784536361178697,0
1065088,2020,0,18174000000,15304000000,4706000000,4002000000,922000000,,555000000,2000000,22961000000,1106000000,2473000000,7798000000,1861000000,2530000000,976000000,,305000000,635000000,18000000,419000000,7758000000,7758000000,0.8420820953009794,0.42687355562892043,3879,0.13920986023990317,0.06085616815230549,1.175912043978011,,,,,,
1068689,2020,0,3110219,10146185,195286,9494908,,0,136503,9692,-35518584,2474627,303515,2171112,-3900485,-607371,4205,,2517947,1487305,,,,,3.262209188484798,0,0,-0.195282390082499,0.7956439723376393,0.020567445203260527,0.4707140452286019,0.7026316676677585,2114768,1453413,-0.28720455388014193,0
1084991,2020,0,286577000,38884000,72718000,5508000,28925000,19926000,9106000,137478000,139286000,489000,,,-15153000,-13864000,,10550000,14000,25198000,,,,,0.13568430125236847,0,0,-0.048377922861918436,0.001706347683170666,13.202251270878723,-0.06163699529471089,-0.9927762102433043,305401000,67693000,0.0013948873775789863,0
